,id,created_at,edit_history_tweet_ids,text
0,1.52217012505881e+18,2022-05-05 11:03:33+00:00,['1522170125058809856'],"RT @EdConwaySky: 🚨NEW🚨
@bankofengland warning:
- UK now heading for a recession, with GDP forecast to contract at the end of this year.
- D…"
1,1.5221654136181105e+18,2022-05-05 10:44:49+00:00,['1522165413618110465'],RT @ConnollyMaeve: Necessity really is the mother of invention - laptop propped up on a printer at Irish News Towers. The @irish_news digit…
2,1.5221623997212754e+18,2022-05-05 10:32:51+00:00,['1522162399721275392'],"RT @irishnewsbiz: Skills shortages and rising costs hamper construction growth 

https://t.co/vNLjHitYyo"
3,1.5221621732455465e+18,2022-05-05 10:31:57+00:00,['1522162173245546499'],"Shell fuels calls for windfall tax with record profits haul (via @irishnewsbiz)
 https://t.co/zZ7X9w1kwL"
4,1.522145096833065e+18,2022-05-05 09:24:05+00:00,['1522145096833064966'],"A more in-depth home heating oil survey* out this morning from the @ConsumerCouncil confirms a c13% jump in prices since last week. Average across the 11 NI districts:
🚚300L: £308.51 (+12.9%)
🚚500L: £490.90 (+13.2%)
🚚900L: £864.96  (+13.6%)
*https://t.co/TW4tMyat4w https://t.co/HD7s82Zl8f"
5,1.5221159687046963e+18,2022-05-05 07:28:21+00:00,['1522115968704696324'],RT @irishnewsbiz: Newry-headquartered business advisory firm FPM has merged with Anderson Anderson &amp; Brown (AAB) in what is understood to b…
6,1.5219712715165286e+18,2022-05-04 21:53:22+00:00,['1521971271516528641'],'Let me be clear: We may be shying away from doing the thing we briefed we would do on this occasion. But it will not stop us from not shying away from doing something else at some point in the future.' https://t.co/5LRKk7uezV
7,1.521963615036846e+18,2022-05-04 21:22:57+00:00,['1521963615036846082'],@Jay83924990 Consumer Council has a handy updated table of various tariffs here: https://t.co/c2DmjTRKJS
8,1.5219075697778565e+18,2022-05-04 17:40:14+00:00,['1521907569777856517'],RT @EliotHiggins: Heartbreaking investigation from AP establishing 600 dead in the Russian bombing of Mariupol theatre based on eyewitness…
9,1.5218776674816246e+18,2022-05-04 15:41:25+00:00,['1521877667481624576'],"Have tried to fact check this since Friday morning. Kantar just responded to confirm the data is from a report commissioned by the Department for the Economy and ""is not publicly available"" therefore it cannot share. It would appear the DUP leader has access to DfE's report. https://t.co/0ek7ecosu6"
10,1.521759421969408e+18,2022-05-04 07:51:33+00:00,['1521759421969408001'],"RT @irishnewsbiz: AIB staff in line for ten per cent pay rise over 24 months 

https://t.co/dZs0I5Q9f9"
11,1.521757947163984e+18,2022-05-04 07:45:42+00:00,['1521757947163983872'],"MML takes £11 million stake in fast-growing IT recycling firm Vyta (via @irishnewsbiz)
 https://t.co/UNpKpDYbFJ"
12,1.5216098731249582e+18,2022-05-03 21:57:18+00:00,['1521609873124958209'],⤴️ Prices based on average from 74 NI suppliers (2/5/22). Price range £780 to £891 - most common price £859. Reminder that price per litre is generally higher for smaller orders.
13,1.5216082061114204e+18,2022-05-03 21:50:41+00:00,['1521608206111420416'],"Cost of home heating oil in N Ireland has increased for a third week running. Average price of 900 litres is up 13% in a week to £859.55 (+17.7% on wk of Apr 14). 
900L is this week 90% higher than mid-December. Difference in Brent Crude $/barrel today vs mid-December is +c43%."
14,1.5215271766041436e+18,2022-05-03 16:28:42+00:00,['1521527176604143620'],"RT @DestinationCQ: Progress at last on Union St.!!!!! Thank you Union St Businesses for your patience.
This is just the beginning..onwards…"
15,1.521413545300271e+18,2022-05-03 08:57:10+00:00,['1521413545300271104'],"RT @irishnewsbiz: £300,000 Glens community project jeopardised 'over failure to release government money' 

https://t.co/BuJG606NxU"
16,1.521370566128722e+18,2022-05-03 06:06:23+00:00,['1521370566128721922'],"RT @politicsIN: LATEST POLLING FROM INSTITUTE OF IRISH STUDIES/THE IRISH NEWS... now online https://t.co/eYgMSzoClO @irish_news   
🟩SF 26.6…"
17,1.5212761267856837e+18,2022-05-02 23:51:07+00:00,['1521276126785683458'],@geemac1962 @irish_news @IrishInstitute Latest polling data still showing a sizeable 'undecided' vote in region of 17% (April 16-26). This will be crucial in ultimately deciding DUP's performance on Thursday. But the IN/IoIS-UoL poll is probably more realistic on TUV's likely outcome (c6%).
18,1.5212709253957345e+18,2022-05-02 23:30:27+00:00,['1521270925395734533'],"Final poll before #AE22 (@irish_news/ @IrishInstitute):

🟢 Sinn Féin 26.6% 
🔴 DUP - 18.2%
🟡 Alliance - 18.2%
🔵 UUP - 12.1%
🔴 SDLP - 10.5%
🟣 TUV - 5.7%
🟢 Green Party - 2.9%
🔴 PBP 2.1%

(3.1% margin of error)

A fascinating break down of the data in Tuesday's Irish News https://t.co/FX12HU7OyV"
19,1.5212229522468127e+18,2022-05-02 20:19:49+00:00,['1521222952246812672'],RT @politicsIN: You can catch the full podcast and others from the guys @Awkconpod here 👉 https://t.co/C9t8HAzK6G
20,1.521212398744519e+18,2022-05-02 19:37:53+00:00,['1521212398744518657'],@blokeinbelfast @setupspawn Cheers!
21,1.5212117970967798e+18,2022-05-02 19:35:29+00:00,['1521211797096779776'],RT @dmcbfs: Fascinating poll in tomorrow's @irish_news with @IrishInstitute. Will  give some leaders a spring in their step in the final da…
22,1.5212097243724104e+18,2022-05-02 19:27:15+00:00,['1521209724372410380'],@clivemcfarland Nice one. There may be a few of these excel tips put into action before Friday's count!
23,1.5212085157963407e+18,2022-05-02 19:22:27+00:00,['1521208515796340739'],I struggled with TikTok in the beginning. But I've managed to curate a feed that is virtually exclusively excel spreadsheet hacks and home cleaning tips... Just found out how to auto-download data from a webpage straight into a spreadsheet. https://t.co/Wd9fAKzjIW
24,1.5201311305691464e+18,2022-04-29 20:01:18+00:00,['1520131130569146375'],Celebrating 60 years of the legend that is @geemac1962. Happy birthday Big Man! 🥳🎉 https://t.co/ZoTLFopqyy
25,1.5200659688604467e+18,2022-04-29 15:42:23+00:00,['1520065968860446720'],@JMcanespy I'll have to take a look but natural gas not crude is the factor. Makes up about half of electricity bills. Wholesale price is up 2 or 3x what it was last year.
26,1.5200366764788982e+18,2022-04-29 13:45:59+00:00,['1520036676478898176'],RT @JP_Biz: One of NI's biggest ever takeover deals has been called off. Last year the owners of County Tyrone-based Euro Auctions agreed a…
27,1.5199988608437944e+18,2022-04-29 11:15:43+00:00,['1519998860843794433'],https://t.co/B9uPi5ivaz
28,1.5199883395285893e+18,2022-04-29 10:33:54+00:00,['1519988339528589315'],"The Consumer Council states Budget Energy's 27% increase will (on average) cost customers around £280 per year, taking the average household bill to around £1,380"
29,1.5199875760436716e+18,2022-04-29 10:30:52+00:00,['1519987576043671552'],"UPDATE: The Consumer Council is saying SSE Airtricity's 33% hike will cost the average credit meter and keypad (PAYG) meter customer £248 per year - taking the average annual bill to just over £1,000"
30,1.519986947690799e+18,2022-04-29 10:28:22+00:00,['1519986947690799105'],@PCeee63 It's the second biggest electricity provider in NI - around 160-170k households.
31,1.519986396785791e+18,2022-04-29 10:26:11+00:00,['1519986396785790976'],"NEW: The Consumer Council has confirmed that electricity provider Budget Energy will increase its prices by 27% from May 27 2022. Budget Energy has around 90,000 customers in Northern Ireland. Its last increase (+29%) was introduced on November 26 2021."
32,1.5199831282988933e+18,2022-04-29 10:13:12+00:00,['1519983128298893318'],"SSE Airtricity put its NI electric tariff up by 3.9% in March 2021; 9.7% in August and 9% on December 1. It has around 170,000 NI customers. SSE has again blamed wholesale energy costs, which it says have ""more than tripled compared to same time last year"""
