id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.564994225191674e+18,2022-08-31 15:11:14+00:00,['1564994225191673857'],@JamesOHP @operahollandpk Amazing 2022 season! Thank you for everything!,amazing season thank everything,season everything 
1.5639159630321172e+18,2022-08-28 15:46:36+00:00,['1563915963032117249'],@_ryanwj You look AMAZING :),look amazing,look 
1.5639149601993605e+18,2022-08-28 15:42:37+00:00,['1563914960199360512'],Just posted a photo @ Opera Holland Park https://t.co/MtVNpAGfaa,posted photo opera holland park,photo opera holland park 
1.5639104632509972e+18,2022-08-28 15:24:45+00:00,['1563910463250997248'],@mfoulger Good job I wasn't with you! ... I would have sorted him!,good job would sorted,job 
1.5639101118521098e+18,2022-08-28 15:23:21+00:00,['1563910111852109831'],8.30 am start today for cover rehearsal and run and just like that we closed @BYOpera - thank you to my boss @bearbaergrowl and to @operahollandpk for all their support! @JamesOHP @mfoulger @Miriam_Verghese #hod #theatre #wham https://t.co/ImQqVCEZAq,start today cover rehearsal run like closed thank bos support,start today rehearsal thank bos support 
1.5638835657163162e+18,2022-08-28 13:37:52+00:00,['1563883565716316162'],@bearbaergrowl @ComplexChef nice :),nice,
1.5636077863529513e+18,2022-08-27 19:22:01+00:00,['1563607786352951298'],"My name is Jason….
Wig by @nicolathorpmua @ Opera Holland Park https://t.co/mG1nGMFWF6",name jason wig opera holland park,name jason wig opera holland park 
1.5635367188125737e+18,2022-08-27 14:39:37+00:00,['1563536718812573702'],Make up : hair : wigs : makeup : hair : wigs @britishyouthopera at @operahollandpark - feat @mykitco @bdelliumtools  @mehronuk @schwarzkopfprouk #hod #theatre #wham @ Opera Holland Park https://t.co/O1HDwdSOd0,make hair wig makeup hair wig feat opera holland park,hair makeup hair feat opera holland park 
1.5632974000387525e+18,2022-08-26 22:48:39+00:00,['1563297400038752259'],@soler_alfredo Gorgeous,gorgeous,
1.5627616973030236e+18,2022-08-25 11:19:58+00:00,['1562761697303023618'],@BobWorkman_ @RegentsOpera Thank you,thank,thank 
1.5624753774605394e+18,2022-08-24 16:22:14+00:00,['1562475377460539393'],And we are off - opening night #wham #team @bethsayer_hmua @britishyouthopera at @operahollandpark #operastars @ Opera Holland Park https://t.co/qGgwRBZ39Y,opening night opera holland park,night opera holland park 
1.5620647936404152e+18,2022-08-23 13:10:43+00:00,['1562064793640415232'],And just like that - dress rehearsal 1 - @bethsayer_hmua @bectuunion @britishyouthopera we are up! #hod #theatre #opera @ Opera Holland Park https://t.co/y2nnoelCKy,like dress rehearsal opera holland park,dress rehearsal opera holland park 
1.561994638587822e+18,2022-08-23 08:31:56+00:00,['1561994638587822082'],"Gorgeous ! #nineelms #merchantsway #london @ London, Unιted Kingdom https://t.co/0BEcYLbegz",gorgeous london unted kingdom,london kingdom 
1.5605336283328102e+18,2022-08-19 07:46:24+00:00,['1560533628332810240'],Performer bags at the ready for Sir John in Love. @britishyouthopera - thank you @bethsayer_hmua for being BRILLIANT #HOD #MUA #THEATRE #OPERA @ Opera Holland Park https://t.co/Xd6AciUF3m,performer bag ready sir john love thank brilliant opera holland park,performer bag sir john love thank opera holland park 
1.5599715955942031e+18,2022-08-17 18:33:05+00:00,['1559971595594203136'],@EarlOfSidmouth I agree lol,agree lol,lol 
1.5599709610840064e+18,2022-08-17 18:30:34+00:00,['1559970961084006401'],@EarlOfSidmouth Well we do have some shared experience too lol,well shared experience lol,experience lol 
1.5599608420907172e+18,2022-08-17 17:50:22+00:00,['1559960842090717184'],Awww two guys on a date next to me in #balanssohosociety so sweetttt… getting to know you questions https://t.co/sWNhM4GuxZ,awww two guy date next sweetttt getting know question,guy date sweetttt question 
1.5599246879243346e+18,2022-08-17 15:26:42+00:00,['1559924687924334595'],@RuariC Love this,love,love 
1.5597805133674414e+18,2022-08-17 05:53:48+00:00,['1559780513367441410'],@Lii_yumm Congratulations,congratulation,congratulation 
1.5596738707889848e+18,2022-08-16 22:50:02+00:00,['1559673870788984832'],@abovethestag Very sorry to hear,sorry hear,sorry hear 
1.5596576627903857e+18,2022-08-16 21:45:38+00:00,['1559657662790385665'],@MatthwDayton You look amazing babe,look amazing babe,look babe 
1.5596444405910446e+18,2022-08-16 20:53:06+00:00,['1559644440591044608'],@ath4nkin Short,short,
1.559448048220217e+18,2022-08-16 07:52:42+00:00,['1559448048220217345'],Just posted a photo @ Arcola Theatre https://t.co/J4mMiqh0yi,posted photo arcola theatre,photo arcola theatre 
1.5593048589263053e+18,2022-08-15 22:23:43+00:00,['1559304858926305290'],@andreadgiovanni What! I love them,love,love 
1.5592351642486743e+18,2022-08-15 17:46:47+00:00,['1559235164248674306'],@jacklewisg @CursedChildLDN Congratulations,congratulation,congratulation 
1.5592347060547174e+18,2022-08-15 17:44:57+00:00,['1559234706054717440'],Just posted a photo @ Opera Holland Park https://t.co/1YECjKWQQ6,posted photo opera holland park,photo opera holland park 
1.558913772705702e+18,2022-08-14 20:29:41+00:00,['1558913772705701890'],@peterg153 Love this,love,love 
1.5589136772810752e+18,2022-08-14 20:29:18+00:00,['1558913677281075200'],@peterg153 Looking fabulous,looking fabulous,
1.5589135227378442e+18,2022-08-14 20:28:41+00:00,['1558913522737844224'],@soler_alfredo Totally,totally,
1.5589128866548613e+18,2022-08-14 20:26:10+00:00,['1558912886654861312'],@JamesOHP @lucyschaufer @llioevans @operahollandpk @charlescourt Sorry I missed this incredible show,sorry missed incredible show,sorry show 
1.5589125666043044e+18,2022-08-14 20:24:53+00:00,['1558912566604304386'],@aj_malakai Suits you,suit,suit 
1.5588542873584026e+18,2022-08-14 16:33:18+00:00,['1558854287358402562'],@thealexjohnson LOOKING FABULOUS!!!!  how are you?,looking fabulous,
1.5588540837836718e+18,2022-08-14 16:32:30+00:00,['1558854083783671810'],"I just signed the petition calling on @tesco, @sainsburys, @asda and @morrisons to ban disposable BBQ's. Can you sign the petition too? https://t.co/TCivd658jF via @38_degrees",signed petition calling ban disposable bbq's sign petition via,petition ban bbq petition 
1.558761580162175e+18,2022-08-14 10:24:55+00:00,['1558761580162174976'],Have an amazing @ukblackpride @MsLadyPhyll @BeyonceEXP #pride #LGBTQ https://t.co/71affbVrHY,amazing,
1.5587611574643098e+18,2022-08-14 10:23:14+00:00,['1558761157464309760'],"@JamesOHP @operahollandpk Sorry I couldn’t be there last night, my mum wasn’t well xxxx",sorry couldnt last night mum wasnt well xxxx,sorry couldnt night mum wasnt 
1.5560422342183526e+18,2022-08-06 22:19:13+00:00,['1556042234218352640'],Lower voices @operahollandpark chorus #ohpvilli @ohpchorus #puccini #operachorus #family @jamesohp @monique_foulger @beth.hoarebarnes @mirri.ver #weareoperahollandpark @ Opera Holland Park https://t.co/5oqQztxi0c,lower voice chorus hoarebarnes ver opera holland park,voice chorus holland park 
1.5559304763297956e+18,2022-08-06 14:55:08+00:00,['1555930476329795584'],@_ryanwj Living for the white nails :),living white nail,nail 
1.5559303818111631e+18,2022-08-06 14:54:45+00:00,['1555930381811163144'],@_ryanwj Bless you! Hope you still had a nice bath tho,bless hope still nice bath tho,bless hope bath tho 
1.5558761342560092e+18,2022-08-06 11:19:11+00:00,['1555876134256009218'],@yorkiepud76 Hot!,hot,
1.5558715276981084e+18,2022-08-06 11:00:53+00:00,['1555871527698108416'],Happy @PrideBrighton from all of us at @operahollandpk #LGBTQ #pride https://t.co/n2U0fP5WOx,happy,
1.5558713051735409e+18,2022-08-06 11:00:00+00:00,['1555871305173540868'],@AmInTheTanVan I love it x,love,love 
1.5558707199757765e+18,2022-08-06 10:57:40+00:00,['1555870719975776257'],@AmInTheTanVan Looking fabulous xxx,looking fabulous xxx,
1.555870667844866e+18,2022-08-06 10:57:28+00:00,['1555870667844866048'],@AmInTheTanVan Looking fab t,looking fab,fab 
1.555865650677039e+18,2022-08-06 10:37:32+00:00,['1555865650677039104'],@JamesOHP @operahollandpk @mfoulger @Miriam_Verghese and big SPECIAL THANK YOU to you @JamesOHP for being an incredible boss &amp; friend! xx,big special thank incredible bos amp friend,thank bos amp friend 
1.5558565032774943e+18,2022-08-06 10:01:11+00:00,['1555856503277494277'],"Tonight last performance this season at @operahollandpk #OHPVilli and my 20 years working for this amazing company!

Thanking my amazing friends &amp; colleagues for putting up with me!

Thank U for all amazing memories, opportunities and love @JamesOHP @mfoulger @Miriam_Verghese https://t.co/5AhqttyRea",tonight last performance season year working amazing company thanking amazing friend amp colleague putting thank amazing memory opportunity love,tonight performance season year company friend amp colleague memory opportunity love 
1.5557956042525942e+18,2022-08-06 05:59:11+00:00,['1555795604252594176'],@JamesOHP @operahollandpk @duprels @francescocillu1 @PaulCareyJones @SamuelSakker @peterauty1 @CityLdnSinfonia It’s a fabulous show,fabulous show,show 
