,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text
81,81,81,1.563227311608316e+18,2022-08-26 18:10:09+00:00,['1563227311608315904'],"I have 8 new followers from USA, and more last week. See https://t.co/OCOnCdP02e https://t.co/22w233cSCc"
191,191,191,1.5609970669684244e+18,2022-08-20 14:27:57+00:00,['1560997066968424448'],@ASNKidney360 great project :).u will not run off ideas
211,211,211,1.5606906393853665e+18,2022-08-19 18:10:19+00:00,['1560690639385366534'],"I have 6 new followers from USA, and more last week. See https://t.co/OCOnCdOscG https://t.co/a4LfoCZvmX"
286,286,286,1.5587924841420554e+18,2022-08-14 12:27:43+00:00,['1558792484142055425'],@aarthi_dr @womeninnephro @WomenNeph_india @AnandhUrmila @drmanishasahay @srikanthnephro @SwarnalathaGud2 harmony?
328,328,328,1.5581540484775813e+18,2022-08-12 18:10:48+00:00,['1558154048477581313'],"Special thank you to my 7 new followers from USA, and more last week. https://t.co/OCOnCdOscG https://t.co/drhaxyzxF3"
446,446,446,1.5556172552239514e+18,2022-08-05 18:10:30+00:00,['1555617255223951360'],"Special thank you to my 5 new followers from Saudi Arabia, and more last week. https://t.co/OCOnCdOscG https://t.co/Zd3POWhoXY"
566,566,566,1.553080528240255e+18,2022-07-29 18:10:27+00:00,['1553080528240254976'],"Special thank you to my 8 new followers from UK., and more last week. https://t.co/OCOnCdOscG https://t.co/etw5TV5UgT"
793,793,793,1.548007008518828e+18,2022-07-15 18:10:06+00:00,['1548007008518828032'],"Special thank you to my 9 new followers from USA, and more last week. https://t.co/OCOnCe634e https://t.co/J0g3JxeBZg"
925,925,925,1.5454703960188764e+18,2022-07-08 18:10:30+00:00,['1545470396018876417'],"Special thank you to my 7 new followers from USA, and more last week. https://t.co/OCOnCdOscG https://t.co/W7SHfGbkKo"
1043,1043,1043,1.542933711519449e+18,2022-07-01 18:10:37+00:00,['1542933711519449089'],"I have 9 new followers from Canada, and more last week. See https://t.co/OCOnCdOscG https://t.co/b8AKcCFiF5"
1123,1123,1123,1.541786450567504e+18,2022-06-28 14:11:49+00:00,['1541786450567503880'],@goKDIGO @AgnesFogo what a nice great points :)
1179,1179,1179,1.5403969489596826e+18,2022-06-24 18:10:26+00:00,['1540396948959682561'],"I have 11 new followers from India, UK., and more last week. See https://t.co/OCOnCdOscG https://t.co/pBVlsSAQ5H"
1346,1346,1346,1.5378602408965775e+18,2022-06-17 18:10:28+00:00,['1537860240896577536'],"I have 16 new followers from Spain, Colombia, and more last week. See https://t.co/OCOnCdOscG https://t.co/VzNYYmSzTR"
