id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.564751339808346e+18,2022-08-30 23:06:05+00:00,['1564751339808346113'],@midgeure1 just for you Midge! https://t.co/52fNi32okd,midge,True,midge 
1.564658528152965e+18,2022-08-30 16:57:17+00:00,['1564658528152965121'],"Proud dad moment at daughters #graduation ceremony. @KingsCollegeLon @southbankcentre Royal Festival Hall. Quote of the day from Student Union Vice President ""No one else is you. That's your superpower"". #quoteoftheday #quote https://t.co/X7VvSgLfCY",proud dad moment daughter ceremony royal festival hall quote day student union vice president one else that's superpower,True,dad moment daughter ceremony royal festival day student union vice president 
1.5646502848942572e+18,2022-08-30 16:24:32+00:00,['1564650284894257152'],WTF is wrong with our nation? HTF have we got to this point? Will somebody somewhere stand up for this country and put themselves forward to be a sensible coherent truthful caring sound leader with integrity and balance. Come on somebody please🙏 #ThickLizzy #TrussUnfitToGovern https://t.co/CrjRKkQK5z,wtf wrong nation htf got point somebody somewhere stand country put forward sensible coherent truthful caring sound leader integrity balance come somebody please,True,wtf nation htf point somebody country coherent leader integrity balance somebody please 
1.5646318496070738e+18,2022-08-30 15:11:17+00:00,['1564631849607073797'],@Ottojizzmark Where is the button?,button,True,button 
1.5642119934264934e+18,2022-08-29 11:22:55+00:00,['1564211993426493441'],@aidThompsin Brexshit 😬,brexshit,True,brexshit 
1.5642115730774426e+18,2022-08-29 11:21:15+00:00,['1564211573077442560'],@jimallthetime @BBCNews The normalisation of the abnormal. #EnergyCrisis,normalisation abnormal,True,normalisation abnormal 
1.5641705496135434e+18,2022-08-29 08:38:14+00:00,['1564170549613543424'],@Mike_Batt Its a Bank Holiday Monday! https://t.co/AX0feZ7zIn,bank holiday monday,True,bank holiday monday 
1.564169552619094e+18,2022-08-29 08:34:16+00:00,['1564169552619094016'],@bongosaloon Elton Bernie. Pure songwriting artistry.,elton bernie pure songwriting artistry,True,elton bernie pure artistry 
1.563974049004413e+18,2022-08-28 19:37:25+00:00,['1563974049004412929'],@RichardEGrant Thoughts with you and your daughter ❤️ https://t.co/T3vlINDcZt,thought daughter,True,daughter 
1.5637999504918774e+18,2022-08-28 08:05:36+00:00,['1563799950491877376'],@Eyeswideopen69 Eamonn Andrews was way better. #ifyouknowyouknow https://t.co/xyTUnRmbxM,eamonn andrew way better,True,eamonn way 
1.5636661654900204e+18,2022-08-27 23:14:00+00:00,['1563666165490020353'],#MOTD #PremierLeague #PL Premier League table 27/8/2022 https://t.co/zqSBavlY9Q,premier league table,True,league table 
1.5634281391238758e+18,2022-08-27 07:28:10+00:00,['1563428139123875840'],"@BBCNews Without mobile phone photography and social media, the newspapers are nothing. #SannaMarin #FinlandPM #partypm Sanna Marin has done nothing ""wrong"" other than being younger than the majority of world leaders and being female. Meanwhile in #ToryBritain https://t.co/TGV9tbXNwA",without mobile phone photography social medium newspaper nothing sanna marin done nothing wrong younger majority world leader female meanwhile,True,phone photography medium newspaper nothing sanna marin nothing majority world leader female meanwhile 
1.563419483930501e+18,2022-08-27 06:53:46+00:00,['1563419483930501121'],@georgehahn Revelation or travesty? https://t.co/gR3eAb5Vw2,revelation travesty,True,revelation travesty 
1.5632776253378478e+18,2022-08-26 21:30:04+00:00,['1563277625337847808'],"@TheLastLeg #LastLegVan Tour van, no prosthetics kept in the van overnight. Not sure about the 3 big tools though? https://t.co/HgyYaVyJz0",tour van prosthetics kept van overnight sure big tool though,True,tour van sure tool 
1.563269653677613e+18,2022-08-26 20:58:24+00:00,['1563269653677613058'],"How is this even possible? I could gloat and I say that's what you get with Brexit. I didn't vote for Brexit, could have told you so...etc etc....... Anyway, it looks like we would have been better still in the EU doesn't it? https://t.co/IHm3ai7B7q",even possible could gloat say that's get brexit vote brexit could told soetc etc anyway look like would better still,True,vote brexit 
1.5630542866949407e+18,2022-08-26 06:42:36+00:00,['1563054286694940672'],#NewMusicFriday #FridayVibes #FridayFeeling Check out the most beautiful voice music of @laufey ❤ Seriously. @theJeremyVine @djgarydavies @jimallthetime @jowhiley https://t.co/HTnYIEpMRH,check beautiful voice music seriously,True,check voice music 
