id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5649523088862495e+18,2022-08-31 12:24:40+00:00,['1564952308886249472'],Hey maswell thanks for the follow!,hey maswell thanks follow,hey 
1.5547902818657935e+18,2022-08-03 11:24:24+00:00,['1554790281865793541'],Hey James Jenson thanks for the follow!,hey james jenson thanks follow,hey 
1.5542165463183892e+18,2022-08-01 21:24:35+00:00,['1554216546318389253'],Hey Hui-wen (Alina) Sato thanks for the follow!,hey huiwen alina sato thanks follow,hey 
1.5497773417480602e+18,2022-07-20 15:24:46+00:00,['1549777341748060161'],Hey The Georgia Sun thanks for the follow!,hey georgia sun thanks follow,hey 
1.5465913239936082e+18,2022-07-11 20:24:40+00:00,['1546591323993608192'],Hey Hui-wen (Alina) Sato thanks for the follow!,hey huiwen alina sato thanks follow,hey 
1.5446863170023178e+18,2022-07-06 14:14:51+00:00,['1544686317002317824'],Trying out the water @ Roswell Mill Ruins Park https://t.co/OagNn4pxpl,trying water roswell mill ruin park,water roswell mill ruin park 
1.5428409543311524e+18,2022-07-01 12:02:02+00:00,['1542840954331152384'],"Traffic jam at work @ Lawrenceville, Georgia https://t.co/Ab5PTscetS",traffic jam work lawrenceville georgia,traffic jam work lawrenceville georgia 
1.5421384164224287e+18,2022-06-29 13:30:24+00:00,['1542138416422428672'],"Ezra @ Gwinnett County, Georgia https://t.co/vP55KTADEE",ezra gwinnett county georgia,ezra georgia 
1.5418047337652306e+18,2022-06-28 15:24:28+00:00,['1541804733765230594'],Just posted a photo @ Atlanta Botanical Garden https://t.co/3Ub378Tkuy,posted photo atlanta botanical garden,photo garden 
1.5389661533595077e+18,2022-06-20 19:24:58+00:00,['1538966153359507456'],Hey Joe Duffy 🇺🇸 thanks for the follow!,hey joe duffy thanks follow,hey joe 
1.5353270598446858e+18,2022-06-10 18:24:30+00:00,['1535327059844685824'],Hey Anusha Verghese thanks for the follow!,hey anusha verghese thanks follow,hey 
1.5309633635677512e+18,2022-05-29 17:24:44+00:00,['1530963363567751168'],Hey Hamad Raja thanks for the follow!,hey hamad raja thanks follow,hey 
1.52059014167228e+18,2022-05-01 02:25:15+00:00,['1520590141672280064'],Hey Nicole Fauteux thanks for the follow!,hey nicole fauteux thanks follow,fauteux 
