id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.565078127835054e+18,2022-08-31 20:44:38+00:00,['1565078127835054080'],@AzomNHS @EmmalouWork @SholaAdegoroye @EmmalouWork and family enjoy your new arrival and maternity leave! We’ll miss you!,family enjoy new arrival maternity leave well miss,family maternity 
1.5650274269203087e+18,2022-08-31 17:23:10+00:00,['1565027426920308736'],End of a #TeamNorthMid era fond farewell to ⁦@beckycurlyhair⁩ off to your exciting new job ⁦@RoyalFreeNHS⁩ #thankyou #coviddidntbeatus #proud ⁦@SholaAdegoroye⁩ ⁦@andyheeps⁩ ⁦@highlight18⁩ ⁦@ShereenNimmo⁩ https://t.co/ZI1cfQ2uYK,end era fond farewell exciting new job,end era fond job 
1.5648675360674693e+18,2022-08-31 06:47:49+00:00,['1564867536067469317'],"@gun_akar @NorthMidNHS @slatteryrosh @NicoleCNHS Huge congratulations @gun_akar and family, enjoy this special family time and we look forward to meeting Asya soon @barbarakuypers",huge congratulation family enjoy special family time look forward meeting asya soon,congratulation family family time 
1.564695718677418e+18,2022-08-30 19:25:04+00:00,['1564695718677417987'],@physiokat1 @NorthMidNHS @bimalpatelYNWA @nosuji01 @SholaAdegoroye Hope you had a good first day!,hope good first day,hope day 
1.564314819733373e+18,2022-08-29 18:11:31+00:00,['1564314819733372928'],@ShereenNimmo @CED_BHRUT @BHRUT_NHS @Jacqui_Smith1 @shanedegaris Get well soon xx,get well soon,
1.56394131088461e+18,2022-08-28 17:27:19+00:00,['1563941310884610048'],@TonyLit21933463 @mykitcheck @CNMAHPIO Very happy for you to arrange @TonyLit21933463 - look forward to it,happy arrange look forward,arrange look 
1.5633194551362396e+18,2022-08-27 00:16:17+00:00,['1563319455136239617'],"@datt_colette @JustinDaniels15 @Suzanne02190370 @NorthMidNHS @drvic @Dhruv_Rastogi @NicoelaH @MrsBiggs3 @zenkim74 Well done , fab to see this multidisciplinary leadership! #TeamNorthMid",well done fab see multidisciplinary leadership,fab see leadership 
1.5632435482037084e+18,2022-08-26 19:14:40+00:00,['1563243548203708416'],@Suzanne02190370 @datt_colette @NorthMidNHS @Keshia95950563 @MrsBiggs3 @tanya_langley @NicoelaH @ruthiesands @AngelaVickery7 @ClareOl00782662 Good luck in new adventures Emma- thank you for all you have done for North Mid #alwaysTeamNorthMid #ProudChiefNurse,good luck new adventure emma thank done north mid,luck adventure emma 
1.563116274938708e+18,2022-08-26 10:48:55+00:00,['1563116274938707968'],@CapitalMidwife @Kmaxwell24 Congratulations @Kmaxwell24,congratulation,congratulation 
1.5625636477923697e+18,2022-08-24 22:12:59+00:00,['1562563647792369666'],@FoNScharity @Suzanne02190370 @TaviAndPort @BurdettTrust @GraceatFoNS @MrsBosanquet @joatfons Brilliant work @Suzanne02190370 👏👏👏👏,brilliant work,work 
